"","Gene","RE22","BAA_450"
"2577","Uncharacterized protein YgbA",1,1
"2578","Nitrate ABC transporter, ATP-binding protein",1,1
"2579","Nitrate ABC transporter, permease protein",1,1
"2580","Nitrate ABC transporter, substrate-binding protein",1,1
"2581","Anthranilate phosphoribosyltransferase-like protein",1,1
"2582","Assimilatory nitrate reductase large subunit (EC 1.7.99.4)",1,1
"2583","Type III effector HopPmaJ",1,1
"2584","Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)",1,1
"2585","Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)",1,1
"2586","Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)",1,1
"2587","response regulator/sensory box protein/GGDEF domain protein",1,1
"2588","Electron transfer flavoprotein, alpha subunit",1,1
"2589","Electron transfer flavoprotein, beta subunit",1,1
"2590","Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)",1,1
"2591","Azurin",1,1
"2592","3-hydroxyacyl-CoA dehydrogenase [isoleucine degradation] (EC 1.1.1.35)",1,1
"2593","3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)",1,1
"2594","3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)",1,1
"2595","Enoyl-CoA hydratase (EC 4.2.1.17) => degradation of branched-chain amino acids and alpha-keto acids",1,1
"2596","Branched-chain acyl-CoA dehydrogenase (EC 1.3.99.12)",1,1
"2597","Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)",1,1
"2598","3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)",1,1
"2599","Predicted transcriptional regulator LiuR of leucine degradation pathway, MerR family",1,1
"2600","Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)",1,1
"2601","Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)",1,1
"2602","Methylglutaconyl-CoA hydratase (EC 4.2.1.18)",1,1
"2603","Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)",1,1
"2604","Membrane protein, distant similarity to thiosulphate:quinone oxidoreductase DoxD",1,1
"2605","Quercetin 2,3-dioxygenase (EC 1.13.11.24) => YhhW",1,1
"2606","Na(+)-linked D-alanine glycine permease",1,1
"2607","Rrf2-linked NADH-flavin reductase",1,1
"2608","putative (L31491) ORF2; putative [Plasmid pTOM9]",1,0
"2609","putative ORF1 [Plasmid pTOM9]",1,0
"2610","Di-haem cytochrome c peroxidase",1,1
"2611","Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)",1,1
"2612","Outer membrane protein N, non-specific porin",1,1
"2613","Copper resistance transcriptional regulator CueR (MerR family)",1,1
"2614","DEDDh 3'-5' exonuclease domain of the epsilon subunit of DNA polymerase III",1,1
"2615","High-affinity choline uptake protein BetT",1,1
"2616","Transcriptional regulator associated with choline-based osmoprotection, MarR family",1,1
"2617","FIG01199837: hypothetical protein",1,1
"2618","ATPase RavA",1,1
"2619","Low-specificity L-threonine aldolase (EC 4.1.2.48)",1,1
"2620","Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)",1,1
"2621","Exopolyphosphatase-related protein",1,1
"2622","Hemolysin",1,1
"2623","FIG01200473: hypothetical protein",1,1
"2624","Zinc carboxypeptidase domain protein",1,1
"2625","2-aminoethylphosphonate uptake and metabolism regulator",1,1
"2626","2-aminoethylphosphonate ABC transporter permease protein",1,1
"2627","2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)",1,1
"2628","2-aminoethylphosphonate ABC transporter substrate-binding protein",1,1
"2629","2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)",1,1
"2630","4-aminobutyrate aminotransferase (EC 2.6.1.19)",1,1
"2631","Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)",1,1
"2632","protein of unknown function DUF1294",1,1
"2633","Transcriptional regulator, YafY family",1,1
"2634","Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)",1,1
"2635","Enhancing lycopene biosynthesis protein 2",1,1
"2636","Alcohol dehydrogenase (EC 1.1.1.1)",1,1
"2637","FIG00920183: hypothetical protein",1,1
"2638","cholera toxin transcriptional activator",1,1
"2639","Dienelactone hydrolase family protein",1,1
"2640","Protein kinase-like protein",1,1
"2641","SH3 domain protein",1,1
"2642","FIG01199615: hypothetical protein",1,1
"2643","Iron-sulfur cluster assembly scaffold protein IscU/NifU-like",1,1
"2644","Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)",1,1
"2645","Phenylalanine-4-hydroxylase (EC 1.14.16.1)",1,1
"2646","Acetoacetyl-CoA synthetase (EC 6.2.1.16)",1,1
"2647","Cobalt-zinc-cadmium resistance protein",1,1
"2648","Two-component transcriptional response regulator, AtoC family",1,1
"2649","Zinc protease, insulinase family",1,1
"2650","putative regulatory protein, ArsR family",1,1
"2651","Arsenical-resistance protein ACR3",1,1
"2652","FIG00919029: hypothetical protein",1,1
"2653","Tripeptide aminopeptidase (EC 3.4.11.4)",1,1
"2654","FIG01205321: hypothetical protein",1,1
"2655","Carbonic anhydrase, alpha class (EC 4.2.1.1)",1,1
"2656","Predicted cell-wall-anchored protein SasA (LPXTG motif)",1,1
"2657","Prolipoprotein",1,1
"2658","L-threonine 3-dehydrogenase (EC 1.1.1.103)",1,1
"2659","2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)",1,1
"2660","Uncharacterized protein YaeR with similarity to glyoxylase family",1,1
"2661","Inner membrane protein CreD",1,1
"2662","Sensory histidine kinase CreC of two-component signal transduction system CreBC",1,1
"2663","Response regulator CreB of two-component signal transduction system CreBC",1,1
"2664","Periplasmic sensor signal transduction histidine kinase",1,1
"2665","Oxidoreductase, aldo/keto reductase family",1,1
"2666","MoxR-like ATPase in aerotolerance operon",1,1
"2667","hypothetical protein PA3071",1,1
"2668","FIG00657500: hypothetical protein",1,1
"2669","Aerotolerance protein BatA",1,1
"2670","Aerotolerance protein BatB / Aerotolerance protein BatC",1,1
"2671","Aerotolerance protein BatD",1,1
"2672","L,D-transpeptidase",1,1
"2673","Protein YhfA",1,1
"2674","Uncharacterized oxidoreductase YgjR",1,1
"2675","L-methionine and branched-chain amino acid export protein YjeH",1,1
"2676","Glutamine amidotransferases class-II",1,1
"2677","Transcriptional regulator of pyridoxine metabolism / Pyridoxamine phosphate aminotransferase (EC 2.6.1.54)",1,1
"2678","Pyridoxamine 5'-phosphate oxidase-related, FMN-binding",1,1
"2679","AraC-type DNA-binding domain-containing protein",1,1
"2680","Membrane fusion component of tripartite multidrug resistance system",1,1
"2681","Cytosine permease",1,1
"2682","Cytosine deaminase (EC 3.5.4.1)",1,1
"2683","FIG01200665: hypothetical protein",1,1
"2684","dCMP deaminase (EC 3.5.4.12)",1,1
"2685","FOG: CheY-like receiver",1,1
"2686","NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)",1,1
"2687","Lysophospholipase (EC 3.1.1.5)",1,1
"2688","cytosolic long-chain acyl-CoA thioester hydrolase family protein",1,1
"2689","FIG01201537: hypothetical protein",1,1
"2690","Maltodextrin ABC transporter, permease protein MdxG",1,1
"2691","Maltodextrin ABC transporter, permease protein MdxF",1,1
"2692","Maltodextrin ABC transporter, substrate-binding protein MdxE",1,1
"2693","Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)",1,1
"2694","ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)",1,1
"2695","Pyridoxamine 5'-phosphate oxidase-related putative heme iron utilization protein",1,1
"2696","Putative heme iron utilization protein",1,1
"2697","Radical SAM family protein HutW, similar to coproporphyrinogen III oxidase, oxygen-independent, associated with heme uptake",1,1
"2698","Biopolymer transport protein ExbD1",1,1
"2699","Periplasmic hemin-binding protein",1,1
"2700","Hemin ABC transporter, permease protein",1,1
"2701","ABC-type hemin transport system, ATPase component",1,1
"2702","Sugar efflux transpoter",1,1
"2703","Acyl dehydratase",1,1
"2704","FIG01200248: hypothetical protein",1,1
"2705","Exoribonuclease II (EC 3.1.13.1)",1,1
"2706","DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)",1,1
"2707","ABC transporter or sensor sytem substrate-binding protein",1,1
"2708","Ribose operon repressor",1,1
"2709","Ribokinase (EC 2.7.1.15)",1,1
"2710","Ribose ABC transporter, substrate-binding protein RbsB (TC 3.A.1.2.1)",1,1
"2711","Ribose ABC transporter, permease protein RbsC (TC 3.A.1.2.1)",1,1
"2712","Ribose ABC transporter, ATP-binding protein RbsA (TC 3.A.1.2.1)",1,1
"2713","D-ribose pyranase (EC 5.4.99.62)",1,1
"2714","Uncharacterized signal-peptide-containing protein VCA0125",1,1
"2715","UDP-glucose 6-dehydrogenase (EC 1.1.1.22)",1,1
"2716","Protein of unknown function DUF924",1,1
"2717","Lactoylglutathione lyase",1,1
"2718","O-acetyl-ADP-ribose deacetylase",1,1
"2719","Dabb",1,1
"2720","COG1917: Uncharacterized conserved protein, contains double-stranded beta-helix domain",1,1
"2721","Rho-specific inhibitor of transcription termination (YaeO)",1,1
"2722","ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)",1,1
"2723","ABC transporter, permease protein (cluster 8, B12/iron complex)",1,1
"2724","Malate synthase-related protein",1,1
"2725","Gluconate utilization system Gnt-I transcriptional repressor",1,1
"2726","6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",1,1
"2727","Gluconokinase (EC 2.7.1.12)",1,1
"2728","Predicted gluconate TRAP family transporter, DctM subunit",1,1
"2729","Predicted gluconate TRAP family transporter, DctQ subunit",1,1
"2730","Predicted gluconate TRAP family transporter, DctP subunit",1,1
"2731","Putative PRS2 protein",1,1
"2732","Alkylated DNA repair protein",1,1
"2733","FIG01200310: hypothetical protein",1,1
"2734","Pyrimidine/purine nucleoside phosphorylase PpnP",1,1
"2735","Uncharacterized ABC1 family protein Rsph17029_4038",1,1
"2736","Capsular polysaccharide synthesis enzyme CpsA, sugar transferase",1,1
"2737","Capsular polysaccharide synthesis enzyme CpsB",1,1
"2738","Capsular polysaccharide synthesis enzyme CpsC, polysaccharide export",1,1
"2739","Capsular polysaccharide synthesis enzyme CpsD, exopolysaccharide synthesis",1,1
"2740","RbmD, similar to Lipid A core - O-antigen ligase and related enzymes",1,1
"2741","Secreted protein, suppressor for copper-sensitivity ScsC",1,1
"2742","Membrane protein, suppressor for copper-sensitivity ScsD",1,1
"2743","Membrane protein, suppressor for copper-sensitivity ScsB",1,1
"2744","Suppression of copper sensitivity: putative copper binding protein ScsA",1,1
"2745","Threonine efflux protein",1,1
"2746","FIG229276: Transcriptional regulator, AraC family",1,1
"2747","FIG006238: AzlC family protein",1,1
"2748","FIG023406: hypothetical protein",1,1
"2749","2-keto-4-pentenoate hydratase (EC 4.2.1.80)",1,1
"2750","Uncharacterized chaperone protein YegD",1,1
"2751","Protein often near L-alanine-DL-glutamate epimerase (cell wall recycling)",1,1
"2752","L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)",1,1
"2753","4'-phosphopantetheinyl transferase",1,1
"2754","Putative oxidoreductase YncB",1,1
"2755","Polyketide synthase type I",1,1
"2756","DNA-damage-inducible protein",1,1
"2757","ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)",1,1
"2758","ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines) / ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)",1,1
"2759","Aminopeptidase Y (Arg, Lys, Leu preference) (EC 3.4.11.15)",1,1
"2760","Glycosylase BF2339",1,1
"2761","Maltodextrin glucosidase (EC 3.2.1.20)",1,1
"2762","Mll4618 protein",1,1
"2763","Autolysin sensor kinase (EC 2.7.3.-)",1,1
"2764","FIG01201672: hypothetical protein",1,1
"2765","FIG01201095: hypothetical protein",1,1
"2766","LolE-like permease protein",1,1
"2767","ABC transporter, ATP-binding protein",1,1
"2768","FIG01200001: hypothetical protein",1,1
"2769","Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)",1,1
"2770","Uncharacterized protein YpeB",1,1
"2771","FIG01200236: hypothetical protein",1,1
"2772","Cytochrome B561",1,1
"2773","NADH:ubiquinone oxidoreductase subunit 2",1,1
"2774","Protein of unknown function DUF1212",1,1
"2775","Alternative ribosome-rescue factor A",1,1
"2776","Cold shock protein of CSP family",1,1
"2777","YaeQ protein",1,1
"2778","FIG01200682: hypothetical protein",1,1
"2779","Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)",1,1
"2780","Anaerobic nitric oxide reductase transcription regulator NorR",1,1
"2781","Predicted phosphatase",1,1
"2782","Glutathione-regulated potassium-efflux system ancillary protein KefF/G",1,1
"2783","Glutathione-regulated potassium-efflux system protein KefB/C",1,1
"2784","Putative transporter, DME family",1,1
"2785","FIG01199964: hypothetical protein",1,1
"2786","Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",1,1
"2787","NAD synthetase (EC 6.3.1.5)",1,1
"2788","Transcriptional regulator VpsT",1,1
"2789","Hemolysin-related protein RbmC",1,1
"2790","RbmA protein",1,1
"2791","N-acetylmannosaminyltransferase (EC 2.4.1.187)",1,1
"2792","Hypothetical protein VpsJ",1,1
"2793","polysaccharide biosynthesis protein, putative",1,1
"2794","CapK protein, putative",1,1
"2795","polysaccharide export protein, putative",1,1
"2796","Anaerobic C4-dicarboxylate transporter DcuB",1,1
"2797","RTX toxins and related Ca2+-binding proteins",1,1
"2798","Hybrid signal transduction histidine kinase and diguanylatecyclase/phosphodiesterase",1,1
"2799","Oxidoreductase YdhF",1,1
"2800","Periplasmic alpha-amylase (EC 3.2.1.1)",1,1
"2801","FIG01203785: hypothetical protein",1,1
"2802","ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)",1,1
"2803","ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",1,1
"2804","Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB",1,1
"2805","Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA",1,1
"2806","Hypothetical protein in cytochrome oxidase biogenesis cluster",1,1
"2807","Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion",1,1
"2808","FIG01203125: hypothetical protein",1,1
"2809","Cytochrome c oxidase polypeptide III (EC 1.9.3.1)",1,1
"2810","Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1",1,1
"2811","Cytochrome c oxidase polypeptide I (EC 1.9.3.1)",1,1
"2812","Cytochrome c oxidase polypeptide II (EC 1.9.3.1)",1,1
"2813","Phosphomannomutase (EC 5.4.2.8)",1,1
"2814","probable amino acid ABC transporter",1,1
"2815","Phosphoenolpyruvate synthase regulatory protein",1,1
"2816","Predicted arginine uptake transporter",1,1
"2817","Ferredoxin--NADP(+) reductase (EC 1.18.1.2) @ Flavodoxin--NADP(+) reductase (EC 1.19.1.1)",1,1
"2818","Predicted thioesterase",1,1
"2819","Copper/silver efflux RND transporter, outer membrane protein CusC",1,1
"2820","Copper/silver efflux RND transporter, membrane fusion protein CusB",1,1
"2821","Copper/silver efflux RND transporter, transmembrane protein CusA",1,1
"2822","Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family",1,1
"2823","Proline iminopeptidase (EC 3.4.11.5)",1,1
"2824","Transcriptional activator of cad operon",1,1
"2825","Histidine decarboxylase (EC 4.1.1.22)",1,1
"2826","Dihydrofolate reductase homolog",1,1
"2827","Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29)",1,1
"2828","Zinc-binding GTPase YciC",1,0
"2829","DksA family protein PA5536 (no Zn-finger)",1,0
"2830","thiamine biosynthesis protein ThiF",1,1
"2831","Homocysteine S-methyltransferase-like protein",1,1
"2832","Dihydroorotase (EC 3.5.2.3)",1,1
"2833","Carbonic anhydrase-like protein PA5540",1,1
"2834","Metal chaperone, involved in Zn homeostasis",1,1
"2835","Aspartoacylase (EC 3.5.1.15)",1,1
"2836","Protein of unknown function (DUF1501)",1,1
"2837","BchE/P-methylase family protein",1,1
"2838","Cobalt/zinc/cadmium resistance protein CzcD",1,1
"2839","1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)",1,1
"2840","Delta 1-pyrroline-2-carboxylate reductase (NAD(P)H) (EC 1.5.1.49)",1,1
"2841","D-amino acid dehydrogenase family protein in hydroxy-L-proline catabolic cluster",1,1
"2842","4-hydroxyproline epimerase (EC 5.1.1.8)",1,1
"2843","2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)",1,1
"2844","Predicted regulator PutR for proline utilization, GntR family",1,1
"2845","Microbial collagenase, secreted (EC 3.4.24.3)",1,1
"2846","Sphingomyelinase (EC 3.1.4.12)",1,1
"2847","ATP-dependent RNA helicase VCA0061",1,1
"2848","Outer membrane lipoprotein",1,1
"2849","Deoxyribodipyrimidine photolyase (EC 4.1.99.3)",1,1
"2850","Transcriptional regulator, MerR family, associated with photolyase",1,1
"2851","COG1683: Uncharacterized conserved protein / FIG143828: Hypothetical protein YbgA",1,1
"2852","FIG01200538: hypothetical protein",1,1
"2853","Gll3359 protein",1,1
"2854","GTPase (EC 3.6.1.-)",1,1
"2855","Multidrug resistance efflux pump",1,1
"2856","Sodium/glutamate symporter",1,1
"2857","Aminotransferase, class III",1,1
"2858","FIG01200127: hypothetical protein",1,1
"2859","Efflux ABC transporter, permease/ATP-binding protein Atu2242",1,1
"2860","PutR, transcriptional activator of PutA and PutP",1,1
"2861","FIG01199969: hypothetical protein",1,1
"2862","Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter",1,1
"2863","Delta 1-pyrroline-5-carboxylate dehydrogenase domain protein",1,1
"2864","Proline dehydrogenase (EC 1.5.5.2) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)",1,1
"2865","FIG01199771: hypothetical protein",1,1
"2866","Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)",1,1
"2867","ABC-type protease exporter, membrane fusion protein (MFP) family component PrtE/AprE",1,1
"2868","T1SS associated transglutaminase-like cysteine proteinase LapP",1,0
"2869","GGDEF and EAL domain proteins",1,1
"2870","ABC transporter, transmembrane region:ABC transporter:Peptidase C39, bacteriocin processing",1,1
"2871","Putative metal-dependent phosphohydrolase with tandem HD motifs",1,1
"2872","Ribosomal-protein-L7p-serine acetyltransferase",1,1
"2873","Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",1,1
"2874","Copper metallochaperone PCu(A)C, inserts Cu(I) into cytochrome oxidase subunit II",1,1
"2875","Protein YaiI",1,1
"2876","UPF0145 protein YbjQ",1,1
"2877","Uncharacterized MFS-type transporter YtbD",1,1
"2878","OmpA-like transmembrane domain protein",1,1
"2879","Glycerol-3-phosphate regulon repressor GlpR",1,1
"2880","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",1,1
"2881","TRAP transporter solute receptor, unknown substrate 8",1,1
"2882","TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8",1,1
"2883","Haloacid dehalogenase-like hydrolase",1,1
"2884","Putative phage-encoded peptidoglycan binding protein",1,1
"2885","murine toxin",1,0
"2886","Antitoxin TsiV2 to VasX",1,1
"2887","Virulence factor VasX",1,1
"2888","Anaerobic glycerol-3-phosphate dehydrogenase subunit C",1,1
"2889","Proton/glutamate symporter",1,1
"2890","Alkaline serine exoprotease A precursor (EC 3.4.21.-)",1,1
"2891","Inner membrane protein YjiG",1,1
"2892","Uncharacterized protein YjiH",1,1
"2893","Na+/H+ antiporter NhaD type",1,1
"2894","Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)",1,1
"2895","Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) / DNA-3-methyladenine glycosylase II (EC 3.2.2.21)",1,1
"2896","FIG01201083: hypothetical protein",1,1
"2897","Two-component system response regulator protein",1,1
"2898","Multidrug efflux RND membrane fusion protein MexC",1,1
"2899","RND multidrug efflux transporter",1,1
"2900","FMN-dependent NADH-azoreductase (EC 1.7.1.6)",1,1
"2901","Transcriptional regulator VCA1020, LysR family",1,1
"2902","FIG01199561: hypothetical protein",1,1
"2903","Predicted hydrolase or acyltransferase",1,1
"2904","Fucose 4-O-acetylase",1,1
"2905","Inner membrane protein YecN",1,1
"2906","Predicted histidine uptake transporter",1,1
"2907","Glutathione S-transferase",1,1
"2908","RNA polymerase sigma factor SigZ",1,1
"2909","RidA/YER057c/UK114 superfamily, 3 tandem domains",1,1
"2910","Structure-specific tRNA-binding protein",1,1
"2911","Zinc-type alcohol dehydrogenase-like protein",1,1
"2912","Uncharacterized membrane protein, YraQ family",1,1
"2913","Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)",1,1
"2914","Putative ABC transporter of substrate X, permease subunit I",1,1
"2915","Putative ABC transporter of substrate X, permease subunit II",1,1
"2916","Possible ABC transporter, periplasmic substrate X binding protein precursor",1,1
"2917","Putative ROK-family transcriptional regulator",1,1
"2918","Mannosylglucosylglycerate synthase",1,1
"2919","Phosphatidylglycerophosphatase B (EC 3.1.3.27)",1,1
"2920","Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site",1,1
"2921","Hydroxymethylpyrimidine ABC transporter, substrate-binding component",1,1
"2922","Hydroxymethylpyrimidine ABC transporter, transmembrane component",1,1
"2923","Hydroxymethylpyrimidine ABC transporter, ATPase component",1,1
"2924","Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)",1,1
"2925","Methylglyoxal reductase, dihydroxyacetone producing @ 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming) (EC 1.1.1.346)",1,1
"2926","Type III PLP / low-specificity D-threonine aldolase",1,1
"2927","Putative phosphatase",1,1
"2928","6-phospho-beta-glucosidase (EC 3.2.1.86)",1,1
"2929","Universal stress protein family 8",1,1
"2930","Phosphoglycolate phosphatase",1,1
"2931","Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB",1,1
"2932","Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)",1,1
"2933","N-acetyl-D-glucosamine ABC transporter, permease protein 1",1,1
"2934","small multidrug resistance family (SMR) protein",1,1
"2935","AcrB/AcrD/AcrF family protein",1,1
"2936","Resolvase/integrase Bin",1,1
"2937","L-2-haloalkanoic acid dehalogenase, HAD superfamily protein",1,1
"2938","Macrophage infectivity potentiator-related protein",1,1
"2939","Predicted polymerase, ortholog to Borrelia burgdorferi BB0267",1,1
"2940","Serine phosphatase RsbU, regulator of sigma subunit / Serine-protein kinase RsbW (EC 2.7.11.1)",1,1
"2941","Anti-sigma B factor antagonist RsbV",1,1
"2942","Methyl-accepting chemotaxis transducer domain protein",1,1
"2943","Chemotaxis protein CheD",1,1
"2944","Anti-anti-sigma regulatory factor",1,1
"2945","tRNA cytosine(34) acetyltransferase (EC 2.3.1.193)",1,1
"2946","FIG01200755: hypothetical protein",1,1
"2947","Peptide ABC transporter, ATP-binding protein",1,1
"2948","FIG01200711: hypothetical protein",1,1
"2949","FIG018429: hypothetical protein",1,1
"2950","FIG007491: hypothetical protein YeeN",1,1
"2951","FIG01201645: hypothetical protein",1,1
"2952","Protein ydhR precursor",1,1
"2953","Putative ADP-ribose pyrophosphatase YjhB",1,1
"2954","periplasmic sugar-binding protein, putative",1,1
"2955","Putative periplasmic protein",1,1
"2956","Oxidoreductase, molybdopterin-binding",1,1
"2957","monoheme cytochrome c",1,1
"2958","Uncharacterized symport/antiport-type transporter",1,1
"2959","GLCG PROTEIN",1,1
"2960","Glyoxylate carboligase (EC 4.1.1.47)",1,1
"2961","Hydroxypyruvate isomerase (EC 5.3.1.22)",1,1
"2962","2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)",1,1
"2963","Uncharacterized conserved membrane protein",1,0
"2964","Urea ABC transporter, substrate-binding protein UrtA",1,1
"2965","Urea ABC transporter, permease protein UrtB",1,1
"2966","Urea ABC transporter, permease protein UrtC",1,1
"2967","Urea ABC transporter, ATPase protein UrtD",1,1
"2968","Urea ABC transporter, ATPase protein UrtE",1,1
"2969","Urease accessory protein UreD",1,1
"2970","Urease gamma subunit (EC 3.5.1.5)",1,1
"2971","Urease beta subunit (EC 3.5.1.5)",1,1
"2972","Urease alpha subunit (EC 3.5.1.5)",1,1
"2973","Urease accessory protein UreE",1,1
"2974","Nickel-binding accessory protein UreJ-HupE",1,1
"2975","Urease accessory protein UreF",1,1
"2976","Urease accessory protein UreG",1,1
"2977","biphenyl-2,3-diol 1,2-dioxygenase III-related protein",1,1
"2978","Transcriptional regulator of RpiR family in catabolic operon",1,1
"2979","Putative cryptic D-serine deaminase (EC 4.3.1.18)",1,1
"2980","N-acyl-D-amino-acid deacylase (EC 3.5.1.81)",1,1
"2981","sodium-solute symporter, putative",1,1
"2982","Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)",1,1
"2983","Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)",1,1
"2984","Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)",1,1
"2985","Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)",1,1
"2986","EF hand domain protein",1,1
"2987","Split AAA-ATPase protein PA0787",1,1
"2988","type I phosphodiesterase/nucleotide pyrophosphatase",1,1
"2989","Coniferyl aldehyde dehydrogenase (EC 1.2.1.68)",1,1
"2990","(Y14336) putative extracellular protein containing predicted 35aa signal peptide",1,1
"2991","DNA for 25-36 DEGREE region containing the AMYE-SRFA region, complete CDS",1,1
"2992","Guanine deaminase (EC 3.5.4.3); Hydroxydechloroatrazine ethylaminohydrolase (EC 3.5.99.3)",1,1
"2993","Xanthine permease",1,1
"2994","5-hydroxyisourate hydrolase (EC 3.5.2.17)",1,1
"2995","Uricase (urate oxidase) (EC 1.7.3.3)",1,1
"2996","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase (EC 4.1.1.97)",1,1
"2997","Allantoicase (EC 3.5.3.4)",1,1
"2998","Ureidoglycolate lyase (EC 4.3.2.3)",1,1
"2999","FIG137887: membrane protein related to purine degradation",1,1
"3000","Putative glutathione S-transferase (EC 2.5.1.18)",1,1
"3001","putative histidine kinase",1,1
"3002","Guanine deaminase (EC 3.5.4.3)",1,1
"3003","Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",1,1
"3004","Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)",1,1
"3005","Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)",1,1
"3006","Antioxidant, AhpC/Tsa family",1,1
"3007","PhnB protein",1,1
"3008","putative transcriptional regulator protein",1,1
"3009","Cell division inhibitor SulA",1,1
"3010","Xenobiotic acyltransferase XAT family",1,1
"3011","Uncharacterized acetyltransferase YjgM (EC 2.3.1.-)",1,1
"3012","Transcriptional activator of maltose regulon, MalT",1,1
"3013","Glycogen phosphorylase (EC 2.4.1.1)",1,1
"3014","4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)",1,1
"3015","1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",1,1
"3016","Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase",1,1
"3017","Microcin C7 immunity MccF-like protein",1,1
"3018","Short-chain dehydrogenase/reductase SDR",1,1
"3019","FIG01199865: hypothetical protein",1,1
"3020","D-alanine-D-alanine ligase",1,1
"3021","FIG01201599: hypothetical protein",1,1
